PeakID (cmd=annotatePeaks.pl overlapped_H3K9me3.bed /media/dimbo/10T/data/talianidis_data/genomes/mm10/hisat_index/mm10.fa -gtf /media/dimbo/10T/data/talianidis_data/genomes/mm10/genes_info/mm10_GENES_GENCODE.VM23.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
H3K9me3_i71_peak_1986	chr17	17204780	17205962	+	31	NA	Intergenic	Intergenic	-29501	ENSMUST00000231355.1	ENSMUST00000231355	ENSMUST00000231355						NA
H3K9me3_i71_peak_4715	chr8	67375769	67376645	+	31	NA	Intergenic	Intergenic	-11203	ENSMUST00000148610.1	ENSMUST00000148610	ENSMUST00000148610						NA
H3K9me3_i71_peak_296	chr1	177748982	177749237	+	31	NA	intron (ENSMUST00000016106.5, intron 4 of 5)	-intron (ENSMUST00000016106.5, intron 4 of 5)	19295	ENSMUST00000016106.5	ENSMUST00000016106	ENSMUST00000016106						NA
H3K9me3_i71_peak_1992	chr17	17263110	17263458	+	31	NA	intron (ENSMUST00000231376.1, intron 2 of 2)	-intron (ENSMUST00000231355.1, intron 3 of 3)	934	ENSMUST00000231376.1	ENSMUST00000231376	ENSMUST00000231376						NA
H3K9me3_i71_peak_128	chr1	66958604	66958848	+	31	NA	Intergenic	Intergenic	6897	ENSMUST00000121328.1	ENSMUST00000121328	ENSMUST00000121328						NA
H3K9me3_i71_peak_3976	chr5	145686720	145687657	+	31	NA	Intergenic	Intergenic	32948	ENSMUST00000094111.5	ENSMUST00000094111	ENSMUST00000094111						NA
H3K9me3_i71_peak_2950	chr2	170066454	170067249	+	31	NA	intron (ENSMUST00000123300.2, intron 1 of 1)	-intron (ENSMUST00000123300.2, intron 1 of 1)	64369	ENSMUST00000149088.1	ENSMUST00000149088	ENSMUST00000149088						NA
H3K9me3_i71_peak_1303	chr13	58112146	58112362	+	31	NA	intron (ENSMUST00000160860.8, intron 1 of 14)	-intron (ENSMUST00000160860.8, intron 1 of 14)	1338	ENSMUST00000160860.8	ENSMUST00000160860	ENSMUST00000160860						NA
H3K9me3_i71_peak_4879	chr8	116698605	116699350	+	31	NA	intron (ENSMUST00000109102.3, intron 1 of 6)	-intron (ENSMUST00000109102.3, intron 1 of 6)	34014	ENSMUST00000109102.3	ENSMUST00000109102	ENSMUST00000109102						NA
H3K9me3_i71_peak_5229	chrX	21033876	21034640	+	31	NA	intron (ENSMUST00000133186.1, intron 4 of 4)	-intron (ENSMUST00000040628.5, intron 4 of 4)	27728	ENSMUST00000040628.5	ENSMUST00000040628	ENSMUST00000040628						NA
H3K9me3_i71_peak_1159	chr12	104281058	104281745	+	31	NA	Intergenic	Intergenic	18244	ENSMUST00000109960.2	ENSMUST00000109960	ENSMUST00000109960						NA
H3K9me3_i71_peak_2668	chr19	57844825	57845540	+	31	NA	intron (ENSMUST00000077282.6, intron 26 of 28)	-intron (ENSMUST00000077282.6, intron 26 of 28)	-205985	ENSMUST00000176631.1	ENSMUST00000176631	ENSMUST00000176631						NA
H3K9me3_i71_peak_1978	chr17	17040792	17041112	+	31	NA	Intergenic	Intergenic	-23161	ENSMUST00000127027.1	ENSMUST00000127027	ENSMUST00000127027						NA
H3K9me3_i71_peak_102	chr1	45729382	45729702	+	31	NA	Intergenic	Intergenic	-17353	ENSMUST00000083321.1	ENSMUST00000083321	ENSMUST00000083321						NA
H3K9me3_i71_peak_2690	chr2	4808802	4809017	+	31	NA	Intergenic	Intergenic	25703	ENSMUST00000117910.1	ENSMUST00000117910	ENSMUST00000117910						NA
H3K9me3_i71_peak_4068	chr6	73341221	73342017	+	31	NA	Intergenic	Intergenic	-30978	ENSMUST00000204041.1	ENSMUST00000204041	ENSMUST00000204041						NA
H3K9me3_i71_peak_4074	chr6	84674947	84675200	+	31	NA	intron (ENSMUST00000160197.5, intron 20 of 21)	-intron (ENSMUST00000160197.5, intron 20 of 21)	-81165	ENSMUST00000168003.8	ENSMUST00000168003	ENSMUST00000168003						NA
H3K9me3_i71_peak_9	chr1	5346194	5347041	+	31	NA	Intergenic	Intergenic	38878	ENSMUST00000193241.1	ENSMUST00000193241	ENSMUST00000193241						NA
H3K9me3_i71_peak_5254	chrX	150367912	150368611	+	31	NA	promoter-TSS (ENSMUST00000117777.1)	-promoter-TSS (ENSMUST00000117777.1)	-345	ENSMUST00000117777.1	ENSMUST00000117777	ENSMUST00000117777						NA
H3K9me3_i71_peak_3983	chr5	147111582	147112052	+	31	NA	TTS (ENSMUST00000110557.4)	-TTS (ENSMUST00000110557.4)	6451	ENSMUST00000196288.1	ENSMUST00000196288	ENSMUST00000196288						NA
H3K9me3_i71_peak_4416	chr7	41384871	41385669	+	31	NA	intron (ENSMUST00000206801.1, intron 1 of 4)	-intron (ENSMUST00000071804.9, intron 1 of 3)	7990	ENSMUST00000071804.9	ENSMUST00000071804	ENSMUST00000071804						NA
H3K9me3_i71_peak_4668	chr8	47641770	47642265	+	31	NA	Intergenic	Intergenic	-9253	ENSMUST00000071573.5	ENSMUST00000071573	ENSMUST00000071573						NA
H3K9me3_i71_peak_677	chr10	120594999	120595444	+	31	NA	Intergenic	Intergenic	-10316	ENSMUST00000158299.1	ENSMUST00000158299	ENSMUST00000158299						NA
H3K9me3_i71_peak_3860	chr5	110045551	110046002	+	31	NA	TTS (ENSMUST00000167969.1)	-TTS (ENSMUST00000167969.1)	710	ENSMUST00000167969.1	ENSMUST00000167969	ENSMUST00000167969						NA
H3K9me3_i71_peak_2541	chr18	61600302	61601586	+	31	NA	Intergenic	Intergenic	18100	ENSMUST00000170482.1	ENSMUST00000170482	ENSMUST00000170482						NA
H3K9me3_i71_peak_1323	chr13	61856512	61856799	+	31	NA	intron (ENSMUST00000222847.1, intron 1 of 2)	-intron (ENSMUST00000222701.1, intron 1 of 2)	-4161	ENSMUST00000220769.1	ENSMUST00000220769	ENSMUST00000220769						NA
H3K9me3_i71_peak_2929	chr2	157625133	157625679	+	31	NA	Intergenic	Intergenic	-28086	ENSMUST00000131365.1	ENSMUST00000131365	ENSMUST00000131365						NA
H3K9me3_i71_peak_3340	chr4	127458034	127458427	+	31	NA	Intergenic	Intergenic	-16618	ENSMUST00000129084.7	ENSMUST00000129084	ENSMUST00000129084						NA
H3K9me3_i71_peak_1789	chr15	96261706	96261922	+	31	NA	intron (ENSMUST00000180852.1, intron 1 of 6)	-intron (ENSMUST00000180852.1, intron 1 of 6)	-7130	ENSMUST00000181747.7	ENSMUST00000181747	ENSMUST00000181747						NA
H3K9me3_i71_peak_1033	chr12	19865821	19866194	+	31	NA	promoter-TSS (ENSMUST00000223086.1)	-promoter-TSS (ENSMUST00000223086.1)	-512	ENSMUST00000223086.1	ENSMUST00000223086	ENSMUST00000223086						NA
H3K9me3_i71_peak_3869	chr5	110081077	110081453	+	31	NA	promoter-TSS (ENSMUST00000209865.1)	-promoter-TSS (ENSMUST00000209865.1)	-377	ENSMUST00000209865.1	ENSMUST00000209865	ENSMUST00000209865						NA
H3K9me3_i71_peak_2041	chr17	21971878	21972404	+	31	NA	intron (ENSMUST00000174015.7, intron 1 of 5)	-intron (ENSMUST00000055349.14, intron 1 of 3)	-3347	ENSMUST00000232730.1	ENSMUST00000232730	ENSMUST00000232730						NA
H3K9me3_i71_peak_1092	chr12	21980390	21980621	+	31	NA	Intergenic	Intergenic	-60408	ENSMUST00000177620.1	ENSMUST00000177620	ENSMUST00000177620						NA
H3K9me3_i71_peak_389	chr10	18674609	18674892	+	31	NA	intron (ENSMUST00000215836.1, intron 5 of 33)	-intron (ENSMUST00000019999.6, intron 5 of 32)	-68719	ENSMUST00000215162.1	ENSMUST00000215162	ENSMUST00000215162						NA
H3K9me3_i71_peak_3106	chr3	54633121	54633333	+	31	NA	exon (ENSMUST00000197444.1, exon 1 of 1)	-exon (ENSMUST00000197444.1, exon 1 of 1)	1341	ENSMUST00000197444.1	ENSMUST00000197444	ENSMUST00000197444						NA
H3K9me3_i71_peak_2585	chr18	73401539	73401793	+	31	NA	Intergenic	Intergenic	131884	ENSMUST00000083988.1	ENSMUST00000083988	ENSMUST00000083988						NA
H3K9me3_i71_peak_3626	chr5	38414144	38415714	+	31	NA	TTS (ENSMUST00000144290.1)	-TTS (ENSMUST00000144290.1)	25900	ENSMUST00000144290.1	ENSMUST00000144290	ENSMUST00000144290						NA
H3K9me3_i71_peak_1545	chr13	95027939	95028737	+	31	NA	intron (ENSMUST00000172104.7, intron 19 of 20)	-intron (ENSMUST00000022192.11, intron 19 of 20)	4037	ENSMUST00000220923.1	ENSMUST00000220923	ENSMUST00000220923						NA
H3K9me3_i71_peak_966	chr12	17924748	17925264	+	31	NA	exon (ENSMUST00000169657.1, exon 1 of 1)	-exon (ENSMUST00000169657.1, exon 1 of 1)	712	ENSMUST00000169657.1	ENSMUST00000169657	ENSMUST00000169657						NA
H3K9me3_i71_peak_5095	chr9	93391318	93391724	+	31	NA	exon (ENSMUST00000183322.1, exon 1 of 1)	-exon (ENSMUST00000183322.1, exon 1 of 1)	849	ENSMUST00000183322.1	ENSMUST00000183322	ENSMUST00000183322						NA
H3K9me3_i71_peak_1524	chr13	80834613	80834916	+	31	NA	Intergenic	Intergenic	-48620	ENSMUST00000159090.1	ENSMUST00000159090	ENSMUST00000159090						NA
H3K9me3_i71_peak_2440	chr18	36935547	36935797	+	31	NA	promoter-TSS (ENSMUST00000192440.1)	-promoter-TSS (ENSMUST00000192440.1)	-523	ENSMUST00000192440.1	ENSMUST00000192440	ENSMUST00000192440						NA
H3K9me3_i71_peak_4008	chr6	13421578	13421990	+	31	NA	Intergenic	Intergenic	8447	ENSMUST00000186770.1	ENSMUST00000186770	ENSMUST00000186770						NA
H3K9me3_i71_peak_4344	chr7	29890468	29890818	+	31	NA	Intergenic	Intergenic	8220	ENSMUST00000172448.1	ENSMUST00000172448	ENSMUST00000172448						NA
H3K9me3_i71_peak_5030	chr9	37949812	37950770	+	31	NA	Intergenic	Intergenic	8876	ENSMUST00000212455.1	ENSMUST00000212455	ENSMUST00000212455						NA
H3K9me3_i71_peak_4380	chr7	32314279	32314598	+	31	NA	Intergenic	Intergenic	12807	ENSMUST00000183195.1	ENSMUST00000183195	ENSMUST00000183195						NA
H3K9me3_i71_peak_2738	chr2	42606492	42607173	+	31	NA	intron (ENSMUST00000204204.1, intron 1 of 2)	-intron (ENSMUST00000052550.12, intron 1 of 90)	46094	ENSMUST00000204204.1	ENSMUST00000204204	ENSMUST00000204204						NA
H3K9me3_i71_peak_1361	chr13	62669810	62671083	+	31	NA	exon (ENSMUST00000221466.1, exon 1 of 1)	-exon (ENSMUST00000221466.1, exon 1 of 1)	457	ENSMUST00000221466.1	ENSMUST00000221466	ENSMUST00000221466						NA
H3K9me3_i71_peak_448	chr10	50088845	50089232	+	31	NA	Intergenic	Intergenic	93956	ENSMUST00000219753.1	ENSMUST00000219753	ENSMUST00000219753						NA
H3K9me3_i71_peak_4249	chr7	15608808	15609170	+	31	NA	intron (ENSMUST00000086122.9, intron 3 of 3)	-intron (ENSMUST00000086122.9, intron 3 of 3)	15758	ENSMUST00000179110.1	ENSMUST00000179110	ENSMUST00000179110						NA
H3K9me3_i71_peak_4340	chr7	29883462	29883944	+	31	NA	Intergenic	Intergenic	11179	ENSMUST00000130272.1	ENSMUST00000130272	ENSMUST00000130272						NA
H3K9me3_i71_peak_1631	chr14	60952310	60953112	+	31	NA	Intergenic	Intergenic	23174	ENSMUST00000225501.1	ENSMUST00000225501	ENSMUST00000225501						NA
H3K9me3_i71_peak_3212	chr3	142191568	142191858	+	31	NA	Intergenic	Intergenic	-6962	ENSMUST00000196903.1	ENSMUST00000196903	ENSMUST00000196903						NA
H3K9me3_i71_peak_1540	chr13	92142580	92143339	+	30	NA	Intergenic	Intergenic	-11303	ENSMUST00000216219.1	ENSMUST00000216219	ENSMUST00000216219						NA
H3K9me3_i71_peak_886	chr11	113400864	113401063	+	30	NA	intron (ENSMUST00000125890.7, intron 5 of 5)	-intron (ENSMUST00000042657.15, intron 6 of 10)	-67014	ENSMUST00000105048.2	ENSMUST00000105048	ENSMUST00000105048						NA
H3K9me3_i71_peak_2616	chr18	74454320	74455228	+	30	NA	intron (ENSMUST00000121875.7, intron 1 of 39)	-intron (ENSMUST00000074157.12, intron 1 of 38)	12167	ENSMUST00000121875.7	ENSMUST00000121875	ENSMUST00000121875						NA
H3K9me3_i71_peak_949	chr12	17860911	17861277	+	30	NA	Intergenic	Intergenic	-21103	ENSMUST00000223226.1	ENSMUST00000223226	ENSMUST00000223226						NA
H3K9me3_i71_peak_595	chr10	83434575	83435102	+	30	NA	exon (ENSMUST00000020488.8, exon 4 of 4)	-exon (ENSMUST00000020488.8, exon 4 of 4)	61179	ENSMUST00000147381.1	ENSMUST00000147381	ENSMUST00000147381						NA
H3K9me3_i71_peak_2352	chr18	6325210	6325520	+	30	NA	Intergenic	Intergenic	-7267	ENSMUST00000097682.3	ENSMUST00000097682	ENSMUST00000097682						NA
H3K9me3_i71_peak_1146	chr12	87527981	87528269	+	30	NA	Intergenic	Intergenic	-9780	ENSMUST00000223259.1	ENSMUST00000223259	ENSMUST00000223259						NA
H3K9me3_i71_peak_2127	chr17	22852310	22852711	+	30	NA	exon (ENSMUST00000088696.12, exon 5 of 5)	-exon (ENSMUST00000088696.12, exon 5 of 5)	9209	ENSMUST00000095615.2	ENSMUST00000095615	ENSMUST00000095615						NA
H3K9me3_i71_peak_3292	chr4	73392285	73392567	+	30	NA	Intergenic	Intergenic	11023	ENSMUST00000147434.6	ENSMUST00000147434	ENSMUST00000147434						NA
H3K9me3_i71_peak_2551	chr18	69452642	69453235	+	30	NA	intron (ENSMUST00000202458.3, intron 1 of 17)	-intron (ENSMUST00000066717.11, intron 4 of 20)	37041	ENSMUST00000202458.3	ENSMUST00000202458	ENSMUST00000202458						NA
H3K9me3_i71_peak_799	chr11	52609445	52609644	+	30	NA	Intergenic	Intergenic	-122234	ENSMUST00000118245.1	ENSMUST00000118245	ENSMUST00000118245						NA
H3K9me3_i71_peak_4007	chr6	12305270	12305973	+	30	NA	Intergenic	Intergenic	12708	ENSMUST00000137836.1	ENSMUST00000137836	ENSMUST00000137836						NA
H3K9me3_i71_peak_1490	chr13	74432500	74433187	+	30	NA	Intergenic	Intergenic	6006	ENSMUST00000222130.1	ENSMUST00000222130	ENSMUST00000222130						NA
H3K9me3_i71_peak_1374	chr13	65249109	65250857	+	30	NA	TTS (ENSMUST00000209855.1)	-TTS (ENSMUST00000209855.1)	3720	ENSMUST00000223117.1	ENSMUST00000223117	ENSMUST00000223117						NA
H3K9me3_i71_peak_1995	chr17	17303397	17303745	+	30	NA	intron (ENSMUST00000186431.6, intron 1 of 3)	-intron (ENSMUST00000186431.6, intron 1 of 3)	9128	ENSMUST00000186431.6	ENSMUST00000186431	ENSMUST00000186431						NA
H3K9me3_i71_peak_4146	chr6	131203580	131203884	+	30	NA	Intergenic	Intergenic	-21353	ENSMUST00000204992.1	ENSMUST00000204992	ENSMUST00000204992						NA
H3K9me3_i71_peak_4787	chr8	85110022	85110285	+	30	NA	exon (ENSMUST00000098550.3, exon 4 of 4)	-exon (ENSMUST00000098550.3, exon 4 of 4)	1915	ENSMUST00000158588.1	ENSMUST00000158588	ENSMUST00000158588						NA
H3K9me3_i71_peak_4867	chr8	115150634	115151273	+	30	NA	intron (ENSMUST00000162052.7, intron 2 of 2)	-intron (ENSMUST00000004756.13, intron 8 of 8)	-98040	ENSMUST00000157803.1	ENSMUST00000157803	ENSMUST00000157803						NA
H3K9me3_i71_peak_18-2	chr1	7062306	7062810	+	30	NA	Intergenic	Intergenic	-26362	ENSMUST00000061280.16	ENSMUST00000061280	ENSMUST00000061280						NA
H3K9me3_i71_peak_4119	chr6	121578208	121578450	+	30	NA	Intergenic	Intergenic	18128	ENSMUST00000205095.1	ENSMUST00000205095	ENSMUST00000205095						NA
H3K9me3_i71_peak_108	chr1	49418653	49419165	+	30	NA	Intergenic	Intergenic	-18180	ENSMUST00000189810.1	ENSMUST00000189810	ENSMUST00000189810						NA
H3K9me3_i71_peak_756	chr11	32835608	32836004	+	30	NA	Intergenic	Intergenic	-11201	ENSMUST00000020508.3	ENSMUST00000020508	ENSMUST00000020508						NA
H3K9me3_i71_peak_719	chr11	11988436	11988713	+	30	NA	intron (ENSMUST00000143386.7, intron 1 of 4)	-intron (ENSMUST00000093321.11, intron 1 of 16)	-17932	ENSMUST00000109653.7	ENSMUST00000109653	ENSMUST00000109653						NA
H3K9me3_i71_peak_4161	chr6	136376306	136376505	+	30	NA	Intergenic	Intergenic	-7323	ENSMUST00000118247.2	ENSMUST00000118247	ENSMUST00000118247						NA
H3K9me3_i71_peak_2256	chr17	81354739	81355906	+	30	NA	Intergenic	Intergenic	-15511	ENSMUST00000234591.1	ENSMUST00000234591	ENSMUST00000234591						NA
H3K9me3_i71_peak_4051	chr6	59078959	59079383	+	30	NA	Intergenic	Intergenic	-20082	ENSMUST00000178930.1	ENSMUST00000178930	ENSMUST00000178930						NA
H3K9me3_i71_peak_4663	chr8	45025225	45025467	+	30	NA	exon (ENSMUST00000098796.9, exon 9 of 26)	-exon (ENSMUST00000098796.9, exon 9 of 26)	-2961	ENSMUST00000180753.1	ENSMUST00000180753	ENSMUST00000180753						NA
H3K9me3_i71_peak_5154	chr9	119876139	119876679	+	30	NA	Intergenic	Intergenic	18436	ENSMUST00000214307.1	ENSMUST00000214307	ENSMUST00000214307						NA
H3K9me3_i71_peak_4827	chr8	112168548	112168884	+	30	NA	Intergenic	Intergenic	68250	ENSMUST00000212314.1	ENSMUST00000212314	ENSMUST00000212314						NA
H3K9me3_i71_peak_2539	chr18	59618020	59618219	+	30	NA	Intergenic	Intergenic	38489	ENSMUST00000183687.1	ENSMUST00000183687	ENSMUST00000183687						NA
H3K9me3_i71_peak_4507	chr7	45170174	45170919	+	30	NA	exon (ENSMUST00000210498.1, exon 1 of 1)	-exon (ENSMUST00000210498.1, exon 1 of 1)	645	ENSMUST00000211652.1	ENSMUST00000211652	ENSMUST00000211652						NA
H3K9me3_i71_peak_4877	chr8	116687187	116687931	+	30	NA	intron (ENSMUST00000109102.3, intron 1 of 6)	-intron (ENSMUST00000109102.3, intron 1 of 6)	45432	ENSMUST00000109102.3	ENSMUST00000109102	ENSMUST00000109102						NA
H3K9me3_i71_peak_1374-2	chr13	65249109	65250857	+	30	NA	TTS (ENSMUST00000209855.1)	-TTS (ENSMUST00000209855.1)	3720	ENSMUST00000223117.1	ENSMUST00000223117	ENSMUST00000223117						NA
H3K9me3_i71_peak_3919	chr5	138144560	138144922	+	30	NA	TTS (ENSMUST00000165640.7)	-TTS (ENSMUST00000165640.7)	8158	ENSMUST00000165640.7	ENSMUST00000165640	ENSMUST00000165640						NA
H3K9me3_i71_peak_1651	chr14	89900606	89900865	+	30	NA	Intergenic	Intergenic	-1288	ENSMUST00000228705.1	ENSMUST00000228705	ENSMUST00000228705						NA
H3K9me3_i71_peak_18	chr1	7062306	7062810	+	30	NA	Intergenic	Intergenic	-26362	ENSMUST00000061280.16	ENSMUST00000061280	ENSMUST00000061280						NA
H3K9me3_i71_peak_4498	chr7	43191293	43191858	+	30	NA	exon (ENSMUST00000202535.3, exon 4 of 4)	-exon (ENSMUST00000202535.3, exon 4 of 4)	4405	ENSMUST00000072829.3	ENSMUST00000072829	ENSMUST00000072829						NA
H3K9me3_i71_peak_4586	chr7	129012626	129013041	+	30	NA	Intergenic	Intergenic	-14812	ENSMUST00000206199.1	ENSMUST00000206199	ENSMUST00000206199						NA
H3K9me3_i71_peak_1803	chr15	103928333	103929022	+	30	NA	Intergenic	Intergenic	-29365	ENSMUST00000037685.8	ENSMUST00000037685	ENSMUST00000037685						NA
H3K9me3_i71_peak_2341	chr17	94871399	94871815	+	30	NA	intron (ENSMUST00000234295.1, intron 1 of 3)	-intron (ENSMUST00000234071.1, intron 1 of 2)	-1619	ENSMUST00000083724.1	ENSMUST00000083724	ENSMUST00000083724						NA
H3K9me3_i71_peak_227	chr1	126814471	126815108	+	30	NA	intron (ENSMUST00000162647.1, intron 1 of 2)	-intron (ENSMUST00000094609.9, intron 1 of 12)	15692	ENSMUST00000162647.1	ENSMUST00000162647	ENSMUST00000162647						NA
H3K9me3_i71_peak_2589	chr18	73992806	73993257	+	30	NA	intron (ENSMUST00000160601.1, intron 1 of 1)	-intron (ENSMUST00000091851.9, intron 1 of 5)	-24876	ENSMUST00000159260.1	ENSMUST00000159260	ENSMUST00000159260						NA
H3K9me3_i71_peak_4614	chr8	4643218	4643615	+	30	NA	TTS (ENSMUST00000208382.1)	-TTS (ENSMUST00000208382.1)	1950	ENSMUST00000208382.1	ENSMUST00000208382	ENSMUST00000208382						NA
H3K9me3_i71_peak_4960	chr9	8795452	8795986	+	30	NA	Intergenic	Intergenic	-54731	ENSMUST00000215328.1	ENSMUST00000215328	ENSMUST00000215328						NA
H3K9me3_i71_peak_1455	chr13	67591566	67591885	+	30	NA	TTS (ENSMUST00000224814.1)	-TTS (ENSMUST00000224814.1)	17920	ENSMUST00000223599.1	ENSMUST00000223599	ENSMUST00000223599						NA
H3K9me3_i71_peak_1449	chr13	67319764	67319972	+	30	NA	TTS (ENSMUST00000170543.1)	-TTS (ENSMUST00000170543.1)	-2765	ENSMUST00000133177.2	ENSMUST00000133177	ENSMUST00000133177						NA
H3K9me3_i71_peak_4780	chr8	81206093	81206535	+	30	NA	Intergenic	Intergenic	-7966	ENSMUST00000178708.2	ENSMUST00000178708	ENSMUST00000178708						NA
H3K9me3_i71_peak_1615	chr14	40638985	40639580	+	30	NA	Intergenic	Intergenic	82044	ENSMUST00000182253.1	ENSMUST00000182253	ENSMUST00000182253						NA
H3K9me3_i71_peak_4085	chr6	89774877	89775168	+	30	NA	Intergenic	Intergenic	-14427	ENSMUST00000174239.1	ENSMUST00000174239	ENSMUST00000174239						NA
H3K9me3_i71_peak_1892	chr16	91149496	91150143	+	30	NA	intron (ENSMUST00000231396.1, intron 1 of 2)	-intron (ENSMUST00000231396.1, intron 1 of 2)	9270	ENSMUST00000231396.1	ENSMUST00000231396	ENSMUST00000231396						NA
H3K9me3_i71_peak_4349	chr7	30102435	30102913	+	30	NA	intron (ENSMUST00000108200.1, intron 2 of 2)	-intron (ENSMUST00000050735.11, intron 2 of 2)	-1739	ENSMUST00000116939.2	ENSMUST00000116939	ENSMUST00000116939						NA
H3K9me3_i71_peak_2734	chr2	39856348	39856598	+	30	NA	Intergenic	Intergenic	132478	ENSMUST00000204346.1	ENSMUST00000204346	ENSMUST00000204346						NA
H3K9me3_i71_peak_4124	chr6	122987831	122988055	+	30	NA	Intergenic	Intergenic	-2424	ENSMUST00000079379.2	ENSMUST00000079379	ENSMUST00000079379						NA
H3K9me3_i71_peak_3074	chr3	36163994	36164320	+	30	NA	exon (ENSMUST00000165956.2, exon 3 of 3)	-exon (ENSMUST00000165956.2, exon 3 of 3)	4635	ENSMUST00000165956.2	ENSMUST00000165956	ENSMUST00000165956						NA
H3K9me3_i71_peak_160	chr1	92290027	92290719	+	30	NA	Intergenic	Intergenic	-34137	ENSMUST00000187370.1	ENSMUST00000187370	ENSMUST00000187370						NA
H3K9me3_i71_peak_2615	chr18	74451779	74452916	+	30	NA	intron (ENSMUST00000121875.7, intron 1 of 39)	-intron (ENSMUST00000074157.12, intron 1 of 38)	9740	ENSMUST00000121875.7	ENSMUST00000121875	ENSMUST00000121875						NA
H3K9me3_i71_peak_1596	chr14	16639652	16640226	+	30	NA	intron (ENSMUST00000223976.1, intron 1 of 3)	-intron (ENSMUST00000223976.1, intron 1 of 3)	-64112	ENSMUST00000225921.1	ENSMUST00000225921	ENSMUST00000225921						NA
H3K9me3_i71_peak_2240	chr17	73320633	73321445	+	30	NA	intron (ENSMUST00000095208.3, intron 19 of 22)	-intron (ENSMUST00000095208.3, intron 19 of 22)	68494	ENSMUST00000233479.1	ENSMUST00000233479	ENSMUST00000233479						NA
H3K9me3_i71_peak_4069	chr6	73342711	73343074	+	30	NA	Intergenic	Intergenic	-32251	ENSMUST00000204041.1	ENSMUST00000204041	ENSMUST00000204041						NA
H3K9me3_i71_peak_3587	chr5	10505822	10506532	+	30	NA	Intergenic	Intergenic	-31108	ENSMUST00000163248.1	ENSMUST00000163248	ENSMUST00000163248						NA
H3K9me3_i71_peak_4489	chr7	42986416	42986616	+	30	NA	Intergenic	Intergenic	28165	ENSMUST00000102235.1	ENSMUST00000102235	ENSMUST00000102235						NA
H3K9me3_i71_peak_412	chr10	38327663	38328185	+	30	NA	Intergenic	Intergenic	-14078	ENSMUST00000213800.1	ENSMUST00000213800	ENSMUST00000213800						NA
H3K9me3_i71_peak_1598	chr14	17301149	17301348	+	30	NA	Intergenic	Intergenic	179745	ENSMUST00000224880.1	ENSMUST00000224880	ENSMUST00000224880						NA
H3K9me3_i71_peak_5139	chr9	115152937	115153136	+	30	NA	intron (ENSMUST00000182413.1, intron 1 of 4)	-intron (ENSMUST00000046627.5, intron 2 of 9)	32497	ENSMUST00000182413.1	ENSMUST00000182413	ENSMUST00000182413						NA
H3K9me3_i71_peak_842	chr11	73834685	73834916	+	30	NA	Intergenic	Intergenic	4741	ENSMUST00000120829.1	ENSMUST00000120829	ENSMUST00000120829						NA
H3K9me3_i71_peak_3911	chr5	136746986	136747631	+	30	NA	exon (ENSMUST00000125061.1, exon 1 of 3)	-exon (ENSMUST00000125061.1, exon 1 of 3)	393	ENSMUST00000125061.1	ENSMUST00000125061	ENSMUST00000125061						NA
H3K9me3_i71_peak_1652	chr14	90076234	90076683	+	30	NA	intron (ENSMUST00000228325.1, intron 2 of 2)	-intron (ENSMUST00000228325.1, intron 2 of 2)	9434	ENSMUST00000228325.1	ENSMUST00000228325	ENSMUST00000228325						NA
H3K9me3_i71_peak_663	chr10	119655761	119656110	+	30	NA	exon (ENSMUST00000218068.1, exon 1 of 1)	-exon (ENSMUST00000218068.1, exon 1 of 1)	1871	ENSMUST00000218068.1	ENSMUST00000218068	ENSMUST00000218068						NA
H3K9me3_i71_peak_3316	chr4	100605748	100606185	+	30	NA	Intergenic	Intergenic	24688	ENSMUST00000118145.1	ENSMUST00000118145	ENSMUST00000118145						NA
H3K9me3_i71_peak_3547	chr4	153157800	153158191	+	30	NA	Intergenic	Intergenic	-11052	ENSMUST00000151703.1	ENSMUST00000151703	ENSMUST00000151703						NA
H3K9me3_i71_peak_1554	chr13	113844407	113844995	+	30	NA	intron (ENSMUST00000224068.1, intron 1 of 3)	-intron (ENSMUST00000091201.6, intron 1 of 4)	50079	ENSMUST00000224068.1	ENSMUST00000224068	ENSMUST00000224068						NA
H3K9me3_i71_peak_2471	chr18	37522376	37523014	+	30	NA	exon (ENSMUST00000192409.1, exon 1 of 1)	-exon (ENSMUST00000192409.1, exon 1 of 1)	4336	ENSMUST00000097609.2	ENSMUST00000097609	ENSMUST00000097609						NA
H3K9me3_i71_peak_1316	chr13	61658189	61658449	+	30	NA	intron (ENSMUST00000222397.1, intron 1 of 2)	-intron (ENSMUST00000222397.1, intron 1 of 2)	3016	ENSMUST00000222397.1	ENSMUST00000222397	ENSMUST00000222397						NA
H3K9me3_i71_peak_3251	chr4	14116061	14116269	+	30	NA	Intergenic	Intergenic	-36225	ENSMUST00000104513.1	ENSMUST00000104513	ENSMUST00000104513						NA
H3K9me3_i71_peak_231	chr1	133576206	133576816	+	30	NA	Intergenic	Intergenic	-24712	ENSMUST00000082880.1	ENSMUST00000082880	ENSMUST00000082880						NA
